TypeError: A object is not subscriptable<tab>'builtin_function_or_method'<tab>print(max[x * y])	max = buitlins.max_depthのスペルミスだよ。	max(x * y) に直そう。
"NameError: name A is not defined<tab>'plt'<tab>plt.ylabel(""GT"", fontsize=13)"	import matplotlib.pyplot as A を実行しよう。	import matplotlib.pyplot as A を実行しよう。
TypeError: A() must have at least two arguments.<tab>map<tab>S,T = map(input().split())	A(int, input().split()) に直そう。	A(int, input().split()) に直そう。
ImportError: cannot import name A from B C<tab>'MLPRegressor' 'sklearn.linear_model' (/...<tab>from sklearn.linear_model import MLPRegressor	@CheckImportPath(A)	@CheckImportPath(A)
NameError: name A is not defined<tab>'X'<tab>y_pred = model.predict(X)	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
"KeyError: ""None of A are in the B""<tab>'[Index(['precioitation_num'], dtype='obj...<tab>X = df[['precioitation_num']]"	データフレームに存在しない列名を使っているよ。	データフレームに存在しない列名を使っているよ。
TypeError: A object is not subscriptable<tab>'int'<tab>return int(x[0])	整数は先に文字列に変換しよう。	整数は先に文字列に変換しよう。
ValueError: invalid literal for A() with base B: C<tab>int 10 ''<tab>N=int(input())	問題番号と入力データはあってる?	問題番号と入力データはあってる?
NameError: name A is not defined<tab>'df'<tab>X = df[df.columns[1:]]  # target 以外	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
KeyError: A<tab>'年齢'<tab>plt.scatter(df['年齢'],df['G3'])	データフレームにAという列はないよ。	データフレームにAという列はないよ。
AttributeError: A object has no attribute B<tab>'list' 'join'<tab>print(ans.join(''))	A は、文字列名.A のように操作する文字列が必要だよ。	print(''.B(ans)) に直そう。
TypeError: A object is not iterable<tab>'builtin_function_or_method'<tab>A,B,C=map(int, input().split)	A = builtins.A で初期化してみよう。	map(int, input().split()) に直そう。
NameError: name A is not defined<tab>'Trainer'<tab>trainer = Trainer(max_epochs=10)	変数Aを使う前にA=... のように値を代入しよう。	from transformers import A を実行しよう。
AttributeError: module A has no attribute B<tab>'pandas' 'DataFlame'<tab>df = pd.DataFlame()	pd.B().Bしよう。	DataFrameのスペルミスだよ。
KeyError: A<tab>'体重'<tab>df4['BMI'] = df['体重']/(df['身長']/100)**2	データフレームにAという列はないよ。	データフレームにAという列はないよ。
AttributeError: A object has no attribute B<tab>'NoneType' 'rename'<tab>df3 = df3.rename(columns={'身長_x': ' 身長'}, inplace=True)	データフレームがNoneだよ。inplace=True による結果を代入していない?	データフレームがNoneだよ。inplace=True による結果を代入していない?
"KeyError: ""A not in index""<tab>['川辺']<tab>X = df[['緑地', '川辺']]  # 説明変数"	データフレームの列名Aが間違っているよ。	データフレームの列名Aが間違っているよ。
TypeError: A not supported between instances of B and C<tab>'>' 'str' 'int'<tab>if a>c:	BとCの比較になっちゃているよ。	BとCの比較になっちゃているよ。
"KeyError: ""A not in index""<tab>['部屋数宇']<tab>X = df[['部屋数宇','築年']]"	データフレームの列名Aが間違っているよ。	データフレームの列名Aが間違っているよ。
NameError: name A is not defined<tab>'df_pr_name'<tab>X_train_pr_name, X_test_pr_name = train_test_split(df_pr_name,test_size = 0.3)	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
TypeError: A not supported between instances of B and C<tab>'>=' 'str' 'int'<tab>if d>=5:	BとCの比較になっちゃているよ。	BとCの比較になっちゃているよ。
TypeError: object of type A has no B()<tab>'int' len<tab>a = len(N)	B(str(N)) に直そう。	B(str(N)) に直そう。
TypeError: A() must have at least two arguments.<tab>map<tab>S,T = map(input())	A(int, input().split()) に直そう。	A(int, input().split()) に直そう。
TypeError: A object is not subscriptable<tab>'int'<tab>if A<=(int(a1[0])+int(a[1])+int(a[2])+int(a[3]))<=B:	整数は先に文字列に変換しよう。	整数は先に文字列に変換しよう。
AttributeError: type object A has no attribute B<tab>'list' 'input'<tab>x=list.input()	map(A, input().A()) に直そう。	A(B()) に直そう。
AttributeError: A object has no attribute B<tab>'function' 'head'<tab>df4.head()	df4が関数になってしまっているよ。	df4が関数になってしまっているよ。
NameError: name A is not defined<tab>'roud'<tab>print(roud(x))	sher のスペルミスだよ。	roundのスペルミスだよ。
TypeError: A() got an unexpected keyword argument B<tab>__init__ 'max_depth'<tab>model = PassiveAggressiveRegressor(max_depth=depth)  # None 制限なし	Bはこのモデルには存在しないハイパーパラメータだよ。	Bはこのモデルには存在しないハイパーパラメータだよ。
"KeyError: ""A not found in axis""<tab>['string']<tab>df.drop('string', axis=1, inplace=True)"	データフレームの列名Aが間違っているよ。	データフレームの列名Aが間違っているよ。
"KeyError: ""A not found in axis""<tab>['precipation']<tab>df.drop('precipation', axis=1, inplace=True)"	データフレームの列名Aが間違っているよ。	データフレームの列名Aが間違っているよ。
KeyError: A<tab>'\u3000身長'<tab>df3.sort_values(by='　身長')	データフレームにAという列はないよ。	データフレームにAという列はないよ。
NameError: name A is not defined<tab>'X'<tab>X, y, test_size=0.3, random_state=0)	変数Aを使う前にA=... のように値を代入しよう。	コードが途中から書かれているよ。
NameError: name A is not defined<tab>'column'<tab>print(column)	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
KeyError: A<tab>'datetime'<tab>df_name['datetime'][0:206]= df['datetime'][0:206]	データフレームにAという列はないよ。	データフレームにAという列はないよ。
NameError: name A is not defined<tab>'データフレームをcsvファイルに保存'<tab>データフレームをcsvファイルに保存	データフレームにAという列はないよ。	文字列はAのように' 'で囲もう。
NameError: name A is not defined<tab>'x'<tab>x==0	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
ValueError: too many values to unpack (expected A)<tab>2<tab>S,T=[list(map(str, input().split())) for N in range(N)]	問題番号と入力データはあってる?	問題番号と入力データはあってる?
NameError: name A is not defined<tab>'RandomForestRegressor'<tab>model =RandomForestRegressor(),	from sklearn.ensemble import A を実行しよう。	from sklearn.ensemble import A を実行しよう。
NameError: name A is not defined<tab>'corr'<tab>print(corr(df['week_num'], df['y']))	print(df['week_count'])) に直そう。	print(df['week_num'].A(df['y'])) に直そう。
TypeError: A() got an unexpected keyword argument B<tab>__init__ 'maxdepth'<tab>model = DecisionTreeRegressor(maxdepth=depth)	max_depthのスペルミスだよ。	max_depthのスペルミスだよ。
ValueError: invalid literal for A() with base B: C<tab>int 10 '123 234'<tab>x=int(input())	問題番号と入力データはあってる?	問題番号と入力データはあってる?
TypeError: A() must have at least two arguments.<tab>map<tab>s,t=map(input().split())	A(int, input().split()) に直そう。	A(int, input().split()) に直そう。
KeyError: A<tab>'1'<tab>sns.kdeplot(df.groupby('健康状態').get_group('1')['G3'], shade = True, label = '1')	データフレームにAという列はないよ。	データフレームにAという列はないよ。
NameError: name A is not defined<tab>'aa'<tab>ss[1]=aa[1]+s[1]	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
NameError: name A is not defined<tab>'SD'<tab>S[0],S[2] = S[2],SD[0]	変数Aを使う前にA=... のように値を代入しよう。	A をSに直そう。
TypeError: A() got an unexpected keyword argument B<tab>__init__ 'max_depth'<tab>model = LinearRegression(max_depth=5)	Bはこのモデルには存在しないハイパーパラメータだよ。	Bはこのモデルには存在しないハイパーパラメータだよ。
"KeyError: ""A not found in axis""<tab>['生年月日']<tab>df.drop('生年月日', axis=1, inplace=True)"	データフレームの列名Aが間違っているよ。	データフレームの列名Aが間違っているよ。
TypeError: object of type A has no B()<tab>'int' len<tab>k=len(K)	B(str(N)) に直そう。	B(str(K)) に直そう。
NameError: name A is not defined<tab>'ans'<tab>ans<=A/B	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
NameError: name A is not defined<tab>'n'<tab>a=S[-n:]	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
NameError: name A is not defined<tab>'m'<tab>while i <m:	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
NameError: name A is not defined<tab>'math'<tab>print(math.ceil(B-1)/(A-1))	import A を実行しよう。	import A を実行しよう。
ValueError: invalid literal for A() with base B: C<tab>int 10 '123,345'<tab>A,B=map(int,input().split())	問題番号と入力データはあってる?	問題番号と入力データはあってる?
ValueError: not enough values to unpack (expected A, got B)<tab>2 1<tab>K,S=map(int,input().split())	問題番号と入力データはあってる?	問題番号と入力データはあってる?
NameError: name A is not defined<tab>'mount'<tab>mount[a] = int(b)	mount のスペルミスだよ。	変数Aを使う前にA=... のように値を代入しよう。
TypeError: object of type A has no B()<tab>'int' len<tab>print((4-int(len(N)))*0+N)	B(str(N)) に直そう。	B(str(N)) に直そう。
ValueError: invalid literal for A() with base B: C<tab>int 10 'fg'<tab>z=int(input())	問題番号と入力データはあってる?	str(input()) に直そう。
TypeError: A object is not subscriptable<tab>'int'<tab>y=N[-1]	整数は先に文字列に変換しよう。	整数は先に文字列に変換しよう。
TypeError: A object is not callable<tab>'DataFrame'<tab>X = df(['kcal','payday'])	df[['X', 'Y']] ←カンマ注意。	df[['X', 'Y']] ←2重四角括弧だよ。
NameError: name A is not defined<tab>'train_test_split'<tab>X_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.5, random_state=0)	変数Aを使う前にA=... のように値を代入しよう。	from sklearn.model_selection import A を実行しよう。
ValueError: not enough values to unpack (expected A, got B)<tab>3 1<tab>N=a,b,c=map(str,input().split())	問題番号と入力データはあってる?	問題番号と入力データはあってる?
"TypeError: A() got an unexpected keyword argument B<tab>pivot_table 'colums'<tab>pd.pivot_table(df, index = ""血液型"", colums = ""身長"")"	columnsのスペルミスだよ。	columnsのスペルミスだよ。
FileNotFoundError: A No such file or directory: B<tab>[Errno 2] 'cancer.csv'<tab>df =pd.read_csv('cancer.csv')	Bというファイルが存在するか確認して!	Bというファイルが存在するか確認して!
"NameError: name A is not defined<tab>'x_test'<tab>print(""MSE: "", mean_squared_error(x_test,y_pred))"	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
NameError: name A is not defined<tab>'sin'<tab>sin(1)	変数Aを使う前にA=... のように値を代入しよう。	math.A に直そう。
NameError: name A is not defined<tab>'fc1'<tab>x = fc1(x)	変数Aを使う前にA=... のように値を代入しよう。	関数Aを定義しよう。
KeyError: (A, B)<tab>'資産税' '教員比'<tab>X = df['資産税','教員比']	[[A, B]] ←2重括弧だよ。	[[A, B]] ←2重括弧だよ。
AttributeError: module A has no attribute B<tab>'pandas' 'read'<tab>dfB = pd.read('プロ野球選手身長体重.csv')	pd.B_csv のスペルミスだよ。	pd.B_csv に直そう。
KeyError: A<tab>'アルコール'<tab>sns.pairplot(df, hue='アルコール')	データフレームにAという列はないよ。	データフレームにAという列はないよ。
NameError: name A is not defined<tab>'df'<tab>df['kcal'].describe() #平均値探し	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
ValueError: invalid literal for A() with base B: C<tab>int 10 '3.456'<tab>f=int(input())	問題番号と入力データはあってる?	問題番号と入力データはあってる?
NameError: name A is not defined<tab>'figsize'<tab>plt.figure(figsize(7,7))	変数Aを使う前にA=... のように値を代入しよう。	plt.figure(A=(7,7)) に直そう。
TypeError: A() must have at least two arguments.<tab>map<tab>N=a,b,c=map(input().split())	A(int, input().split()) に直そう。	A(int, input().split()) に直そう。
FileNotFoundError: A No such file or directory: B<tab>[Errno 2] 'ja.csv'<tab>df = pd.read_csv('ja.csv')	Bというファイルが存在するか確認して!	Bというファイルが存在するか確認して!
NameError: name A is not defined<tab>'cosine_similarity'<tab>print(cosine_similarity(X, Y))	変数Aを使う前にA=... のように値を代入しよう。	from sklearn.metrics.pairwise import A を実行しよう。
ValueError: invalid literal for A() with base B: C<tab>int 10 '2,4'<tab>A,B=map(int, input().split())	問題番号と入力データはあってる?	問題番号と入力データはあってる?
NameError: name A is not defined<tab>'word_tag_'<tab>if '句点' in word_tag_:	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
"KeyError: ""A not in index""<tab>['チーム']<tab>df1[['名前','チーム','身長','体重']]"	データフレームの列名Aが間違っているよ。	データフレームの列名Aが間違っているよ。
ValueError: invalid literal for A() with base B: C<tab>int 10 'nikoandsolstice'<tab>x=int(S)	str(S) に直そう。	str(input()) に直そう。
NameError: name A is not defined<tab>'x'<tab>x=int(x)	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
KeyError: A<tab>'0'<tab>sns.kdeplot(df.groupby('学習時間').get_group('0')['G3'], shade = True, label = '1')	データフレームにAという列はないよ。	データフレームにAという列はないよ。
"NameError: name A is not defined<tab>'num1'<tab>round(""n"" ,num1)"	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
KeyError: A<tab>'教育内容'<tab>plt.hist(df['教育内容'])	データフレームにAという列はないよ。	データフレームにAという列はないよ。
ValueError: could not convert string to float: A<tab>'特になし'<tab>model.fit(X, y)	説明変数から非数値データを取り除こう。	説明変数から非数値データを取り除こう。
"KeyError: A<tab>'文字数'<tab>df[""文字数""] == df[""コメント""].str.len()"	データフレームにAという列はないよ。	データフレームにAという列はないよ。
AttributeError: A object has no attribute B<tab>'NoneType' 'rename'<tab>df3.rename(columns={'身長_x': '身長'}, inplace=True)	データフレームがNoneだよ。inplace=True による結果を代入していない?	データフレームがNoneだよ。inplace=True による結果を代入していない?
"NameError: name A is not defined<tab>'ans1'<tab>if ans1 == ""Yes"" and ans2 == ""Yes"" and ans3 == ""Yes"" :"	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
KeyError: A<tab>'男性'<tab>df['性別'] = df['男性'] * 5	データフレームにAという列はないよ。	データフレームにAという列はないよ。
KeyError: A<tab>'身長'<tab>df3.sort_values(by='身長', ascending=False)	データフレームにAという列はないよ。	データフレームにAという列はないよ。
NameError: name A is not defined<tab>'ansgd'<tab>N=ansgd	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
ValueError: Input contains NaN, infinity or a value too large for dtype(A).<tab>'float64'<tab>model.fit(X, y)	説明変数からNaNや無限大を取り除こう。	説明変数からNaNや無限大を取り除こう。
TypeError: A object is not subscriptable<tab>'int'<tab>A[1]	整数は先に文字列に変換しよう。	A(str(A)[1]) に直そう。
AttributeError: A object has no attribute B<tab>LinearRegression' 'feature_importances_...<tab>model.feature_importances_	線形回帰は決定木じゃないよ!	線形回帰は決定木じゃないよ!
"KeyError: ""None of A are in the B""<tab>[Float64Index([0.0, 0.0, 0.0, 0.0, 0.0, ...<tab>df=df+df[Weather]"	データフレームに存在しない列名を使っているよ。	データフレームに存在しない列名を使っているよ。
KeyError: (A, B)<tab>'kal' 'soldout'<tab>X = df['kal','soldout']	[[A, B]] ←2重括弧だよ。	[[A, B]] ←2重括弧だよ。
"KeyError: ""A not in index""<tab>['curry']<tab>X = df[['soldout','kcal','payday','temperature', 'weather_num','week_num', 'precipitation_num','event_num','remarks_num','name_num','otanoshimi','curry']]"	データフレームの列名Aが間違っているよ。	データフレームの列名Aが間違っているよ。
"FileNotFoundError: A No such file or directory: B<tab>[Errno 2] 'town_survey.csv'<tab>df = pd.read_csv(""town_survey.csv"")"	Bというファイルが存在するか確認して!	Bというファイルが存在するか確認して!
NameError: name A is not defined<tab>'column1'<tab>X = df[[column1], [column]]	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
KeyError: A<tab>0<tab>keys_list(df_key['keys'][0])	.iloc[A] じゃない?	.iloc[A] じゃない?
TypeError: A() must have at least two arguments.<tab>map<tab>K,S=map(input().split())	A(int, input().split()) に直そう。	A(int, input().split()) に直そう。
AttributeError: A object has no attribute B<tab>DecisionTreeRegressor' 'feature_inporta...<tab>model.feature_inportances_	feature_importances_のスペルミスだよ。	feature_importances_のスペルミスだよ。
TypeError: A not supported between instances of B and C<tab>'<' 'list' 'int'<tab>while ma<w:	BとCの比較になっちゃているよ。	BとCの比較になっちゃているよ。
KeyError: A<tab>0<tab>df_uid_all[0]	.iloc[A] じゃない?	.iloc[A] じゃない?
ValueError: invalid literal for A() with base B: C<tab>int 10 '157.89'<tab>N=int(input())	問題番号と入力データはあってる?	問題番号と入力データはあってる?
NameError: name A is not defined<tab>'TS'<tab>print(TS)	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
TypeError: A object is not callable<tab>'int'<tab>print(max(l))	max = buitlins.max で初期化してみよう。	max = buitlins.max で初期化してみよう。
NameError: name A is not defined<tab>'X_train_name'<tab>print('name の訓練データ数：',len(X_train_name))	変数Aを使う前にA=... のように値を代入しよう。	変数Aを使う前にA=... のように値を代入しよう。
TypeError: A() got an unexpected keyword argument B<tab>__init__ 'maxdepth'<tab>model = DecisionTreeRegressor(maxdepth=3)	max_depthのスペルミスだよ。	max_depthのスペルミスだよ。
AttributeError: A object has no attribute B<tab>'Net' 'batch_sizes'<tab>model.batch_sizes	B のプロパティはないよ。	B のプロパティはないよ。
TypeError: A not supported between instances of B and C<tab>'<=' 'str' 'int'<tab>if X[-3]<=4:	BとCの比較になっちゃているよ。	BとCの比較になっちゃているよ。
ValueError: invalid literal for A() with base B: C<tab>int 10 '123 234'<tab>t = int(input())	問題番号と入力データはあってる?	問題番号と入力データはあってる?
TypeError: A object is not subscriptable<tab>'int'<tab>print(l[i][k])	整数は先に文字列に変換しよう。	整数は先に文字列に変換しよう。
TypeError: A object is not callable<tab>'int'<tab>print(max(a, b, c))	max = buitlins.max で初期化してみよう。	max = buitlins.max で初期化してみよう。
AttributeError: A object has no attribute B<tab>'DataFrame' 'column'<tab>for column in df.column[:-1]:	columnsのスペルミスだよ。	columnsのスペルミスだよ。
TypeError: A object is not iterable<tab>'NoneType'<tab>min(B)	min = buitlins.min で初期化してみよう。	min = buitlins.min で初期化してみよう。
"TypeError: A() got an unexpected keyword argument B<tab>pivot_table 'colums'<tab>pd.pivot_table(df, index=""血液型"",colums=""身長"")"	columnsのスペルミスだよ。	columnsのスペルミスだよ。
KeyError: A<tab>'友人と遊ぶ頻度'<tab>sns.boxplot(x=df['友人と遊ぶ頻度'], y=df['G3'])	データフレームにAという列はないよ。	データフレームにAという列はないよ。
NameError: name A is not defined<tab>'er'<tab>if S.find(er):	文字列はAのように' 'で囲もう。	文字列はAのように' 'で囲もう。
TypeError: A() got multiple values for argument B<tab>merge 'how'<tab>dfD = pd.merge(dfA, dfB, dfC, on='身長', how='inner')	一度に結合できるデータフレームは2つまでだよ。	一度に結合できるデータフレームは2つまでだよ。
TypeError: A() got multiple values for argument B<tab>merge 'how'<tab>dfD = pd.merge(dfA, dfB, dfC, on='名前', how='outer')	一度に結合できるデータフレームは2つまでだよ。	一度に結合できるデータフレームは2つまでだよ。
ValueError: invalid literal for A() with base B: C<tab>int 10 'B'<tab>N=int(input())	問題番号と入力データはあってる?	map(str, input().split()) に直そう。
NameError: name A is not defined<tab>'Trainer'<tab>trainer = Trainer()	変数Aを使う前にA=... のように値を代入しよう。	from transformers import A を実行しよう。
TypeError: A() missing B required positional argument: C<tab>__init__ 1 'steps'<tab>model = Pipeline()	Cが必要だよ。	Cが必要だよ。
KeyError: (A, B)<tab>'部屋数' '低所得率'<tab>X = df['部屋数', '低所得率']  # ひとつ選ぶ	[[A, B]] ←2重括弧だよ。	[[A, B]] ←2重括弧だよ。
TypeError: A() got an unexpected keyword argument B<tab>__init__ 'figure'<tab>plt.figure(figure=(6,6))	fig変数から非数値データを取り除こう。	figsizeのスペルミスだよ。
TypeError: A() must have at least two arguments.<tab>map<tab>a,b,c,d=map(input().split())	A(int, input().split()) に直そう。	A(int, input().split()) に直そう。
AttributeError: A object has no attribute B<tab>'str' 'endwith'<tab>if S.endwith('er'):	endswith のスペルミスだよ。	endswith のスペルミスだよ。
KeyError: A<tab>'1'<tab>sns.kdeplot(df.groupby('学習時間').get_group('1')['G3'], shade = True, label = 1)	データフレームにAという列はないよ。	データフレームにAという列はないよ。
"KeyError: ""A not in index""<tab>['教員']<tab>X = df[['緑地', '教員']]"	データフレームの列名Aが間違っているよ。	データフレームの列名Aが間違っているよ。
NameError: name A is not defined<tab>'strip'<tab>print(T, S, strip())	変数Aを使う前にA=... のように値を代入しよう。	S.A() ←カンマ注意。
AttributeError: A object has no attribute B<tab>'Series' 'info'<tab>df['curry'].info()	データフレームがA型になってしまっているよ。	B()はデータフレームのメソッドだよ。
